"","X17.AAG","GSK.1904529A","Bosutinib","RDEA119","Nutlin.3a","PD.0325901","Epothilone.B"
"269",-0.223094,2.557331,4.990511,6.018173,0.971983,3.195671,-5.458863
"270",2.109225,4.926527,3.688703,4.145484,3.453009,2.858642,-5.438485
"271",-4.205671,-0.448407,-0.099335,-0.741136,1.349824,-3.234287,-0.958281
"272",1.690662,4.659954,5.26901,0.482046,5.610165,-1.646285,-6.999852
"273",0.32998,2.167236,5.335619,0.918715,5.681275,-0.586097,-6.94834
"274",-0.765134,3.188817,4.240418,-0.909171,6.646388,-1.081812,-3.745655
"275",-1.428748,4.184317,5.109664,-0.882391,1.915489,-2.164296,-3.412774
"276",-1.949978,3.378463,4.776874,5.377762,6.585477,3.302483,-4.150678
"277",-1.095474,3.190467,4.828631,5.613883,6.773251,2.188138,-9.497984
"278",4.836235,0.728237,5.349463,6.341059,6.865668,3.053533,-3.862535
"279",-2.77464,4.532603,4.333972,1.376101,3.555369,1.650874,-5.234571
"280",-3.995533,3.97117,1.21579,0.728141,5.235238,-1.67646,-8.39113
"281",1.640686,4.46299,0.681474,-0.925704,1.794462,-2.728907,-6.294138
"282",-2.404909,3.524887,5.304668,3.503704,6.073311,2.747911,-6.617696
"283",-2.536719,3.908521,1.50139,-3.554226,6.489642,-6.53754,-3.288034
"284",0.353264,3.275819,4.034456,4.073741,4.609527,2.25458,-5.7905
"285",-2.335379,3.376452,4.907835,5.090679,1.694227,1.350135,-9.354538
"286",-1.457715,4.156133,2.621294,3.109605,4.723283,2.358669,-0.055821
"287",-3.395001,4.543101,2.364582,0.942339,2.688599,-2.214027,-0.864851
"288",3.809323,2.103071,3.863355,0.115456,6.24569,-1.823097,-3.704485
"289",-3.565462,4.025244,3.385113,3.989743,5.414116,-0.106853,-4.102745
"290",-0.3978,3.378426,4.669676,5.990015,6.59982,3.177955,-2.487132
"291",3.46999,2.414413,1.62153,1.73687,6.542116,-2.051194,-6.346264
"292",-2.472984,2.365557,0.601954,2.470014,5.06632,-0.512296,-5.160898
"293",2.11774,5.211497,-1.886959,-0.534691,5.209409,-2.166965,-6.48573
"294",-4.431589,2.320275,0.715222,-0.64224,1.7571,-3.732392,-6.982951
"295",-4.09867,3.414872,1.173818,2.906539,2.331858,2.940774,-6.226981
"296",0.591897,4.666777,5.08029,5.388276,6.670544,2.408553,-2.500945
"297",-2.052208,4.571237,3.770333,1.884335,3.299529,0.280551,-5.920509
"298",-0.901246,5.433557,2.786837,2.791223,6.687844,1.778897,0.570635
"299",0.761323,2.792465,5.112958,1.03745,6.208014,-1.107179,-8.711208
"300",-1.338169,3.638986,0.747208,5.617002,6.20539,-2.343376,-7.02092
"301",4.914814,4.581835,3.169119,5.861401,5.043204,2.967591,-4.891843
"302",-5.65629,4.08956,0.051071,-1.137904,6.182597,-4.48494,-6.635036
"303",-0.531314,3.318651,1.576737,3.225271,5.889647,3.113339,-5.934061
"304",-0.338972,3.09849,1.316619,0.957998,6.009805,-0.400765,-7.680759
"305",1.270554,4.543632,4.793284,0.771977,2.110936,-1.487943,-6.0063
"306",4.9449,4.585362,4.616954,6.341066,4.721991,3.570824,-1.236548
"307",-0.814408,3.140967,-0.236371,2.365321,4.156858,2.193674,-4.053449
"308",-0.788883,4.184344,4.11866,1.440748,6.68214,1.613637,-4.792791
"309",4.151942,3.500356,5.366024,5.802365,4.337012,1.865485,-7.013023
"310",2.000301,2.748496,4.968059,5.559179,7.07042,3.579537,-4.580751
"311",-0.584078,5.120246,0.979796,1.125726,0.945661,0.571184,1.541353
"312",-2.681957,2.97704,-0.233677,-0.924001,0.404732,-4.941626,-6.142657
"313",-1.395827,3.683865,4.36487,-0.981207,4.784114,-3.525671,-4.068825
"314",-2.228223,3.511205,1.402071,-0.284109,4.920309,-4.236937,-0.274908
"315",2.705731,2.164361,1.427259,5.287267,0.651941,3.203343,-6.129364
"316",0.125259,4.524618,5.279878,2.482811,1.166164,-2.298407,-4.5058
"317",0.304802,3.346305,4.723186,4.794369,2.442607,3.23083,-2.882121
"318",-0.998897,3.799584,1.475574,5.269622,6.488815,2.806244,-7.712844
"319",2.780563,4.48768,2.859645,1.872365,6.489096,-0.996696,-4.801699
"320",1.254731,5.014801,4.663958,-0.02251,1.88127,-1.688156,-4.542266
"321",3.474684,4.683023,3.445624,6.471154,5.290392,0.165697,-4.04311
"322",-1.306104,4.288172,5.425941,-0.5854,0.97582,-2.551073,-4.81959
"323",0.097847,4.866753,2.678019,6.633433,7.372588,3.290308,-4.749031
"324",0.544654,4.008891,0.935416,5.781369,6.472191,3.421297,-5.856346
"325",-1.239398,4.808176,2.529769,2.807974,6.561808,1.08262,-5.213083
"326",4.03958,3.839794,5.787172,6.007708,6.85892,3.583805,-2.195282
"327",-1.503944,5.264643,4.914721,3.594784,6.848922,1.350918,-2.849179
"328",-1.814902,1.871066,2.151499,2.672729,5.235451,-1.681694,-7.035593
"329",-1.270312,3.465761,4.231655,3.141945,5.26685,-2.084389,-6.996401
"330",-1.6776,5.441169,3.104169,2.223282,6.619402,0.045125,-2.902428
"331",-1.508027,1.764398,2.958688,-0.80749,4.404162,-4.248029,-7.279866
"332",-0.052718,2.075673,3.725788,1.498162,2.59676,-1.515904,-3.173845
"333",-0.785939,5.423417,3.905725,1.796723,3.580231,0.492477,-2.1242
"334",-2.057737,4.841207,2.345211,-0.117501,2.768824,-4.494605,-1.42431
"335",3.027741,4.396013,0.692585,3.302674,5.416294,0.964491,-0.455506
"336",-3.953169,4.207508,1.229091,4.86718,3.909261,-0.241146,-4.859083
"337",-2.758156,4.290705,1.378692,3.23726,6.418878,2.897404,-2.437652
"338",-0.639987,5.078712,5.495732,5.460706,6.283072,3.161442,-7.005797
"339",-2.341487,4.167155,1.252198,0.894212,6.449318,-0.26813,-4.794118
"340",-0.954242,4.302324,2.344183,3.366383,5.006041,0.25396,-3.862422
"341",0.309729,4.329502,2.292909,3.622407,5.788749,2.65331,0.190955
"342",-2.445963,4.527514,0.328751,0.873972,6.820748,-1.544523,-6.423829
"343",2.058043,3.730866,5.366859,6.178234,6.664177,2.999046,-2.468298
"344",-1.724009,2.153367,1.098338,0.219519,5.514274,-3.122565,-7.055916
"345",1.170861,5.054306,2.625449,4.051462,6.574694,2.84407,0.676601
"346",-2.916156,3.887407,0.783779,1.907527,5.02738,1.147677,-7.26574
"347",0.266253,4.260409,4.230276,2.970662,3.316671,2.600509,-0.845395
"348",-1.750541,3.992328,5.410996,0.881746,3.80718,-2.291251,-5.774184
"349",-0.565363,4.140752,4.062617,1.810227,4.24012,-0.348865,-4.159088
"350",3.368856,4.890146,5.00721,6.261506,4.87326,3.404238,-4.287549
"351",-1.740928,5.076781,4.427073,5.754571,5.287854,2.808617,-5.255817
"352",0.793127,5.242399,5.482327,2.395463,6.573455,1.041583,1.077502
"353",-1.039668,4.175488,2.003448,3.359644,5.313198,-0.004114,-7.656981
"354",0.638477,4.863317,4.822874,3.553058,2.105501,1.69586,-3.168843
"355",-0.73613,5.190558,3.802246,-0.924954,6.733031,-3.069157,0.581183
"356",-3.441437,5.249403,1.209152,1.937642,4.796349,-1.532477,-3.739741
"357",-1.907932,4.368418,5.500727,-0.141681,5.969059,-1.356892,-3.25693
"358",-1.06042,2.978805,4.928128,0.627641,5.401295,-0.019352,-4.369984
"359",-1.969281,3.659291,4.194738,2.340275,6.649612,0.978007,-1.277804
"360",-2.135636,2.579791,2.845291,3.664355,1.531946,1.312904,-3.8153
"361",-2.031765,4.247503,-0.81854,-0.446778,1.137923,-3.049286,-6.557587
"362",3.63654,5.061134,5.576062,5.997279,6.995324,3.272355,0.747432
"363",-0.375036,4.07327,2.3437,2.799281,2.008051,-1.164863,-5.998075
"364",0.704765,4.553717,5.643712,3.546039,3.612783,0.371804,-5.981273
"365",4.463196,5.488757,5.554359,4.864729,6.821069,3.346019,-3.845077
"366",-3.925179,3.173812,-0.490405,0.924775,1.591532,-1.933401,-8.006361
"367",-0.502545,4.836437,2.773306,0.791563,5.625913,0.923672,-4.435132
"368",-0.949264,3.405826,5.350779,4.805692,5.745303,1.077266,-5.826205
"369",3.812377,5.574684,2.665996,5.204085,5.372771,3.505856,-3.766824
"370",2.282419,5.251421,1.830347,6.080836,6.178435,3.786111,-4.928656
"371",0.371981,4.113825,5.499433,1.742351,6.755137,0.318404,-4.454079
"372",-1.732606,5.235901,5.257695,1.859708,6.558865,2.718949,-2.722611
"373",-1.053586,3.538353,0.782035,3.185696,4.110953,-0.820902,-3.503494
"374",0.096708,3.201665,4.150312,3.605335,6.143975,0.510916,-6.321986
"375",-1.420112,3.79111,4.884613,-0.420273,3.124031,-3.353035,-5.975935
"376",1.481004,2.422498,4.404959,6.281273,6.992773,2.901671,-8.040742
"377",3.918419,4.606986,2.429356,5.591148,5.374931,3.269679,-3.306771
"378",-2.876657,3.349469,2.518237,2.196312,6.787729,-1.464082,-4.441285
"379",2.179783,5.170163,5.454718,5.025041,4.28855,2.349393,-2.76871
"380",-0.48836,5.708294,3.654813,5.656753,5.812413,3.203606,-3.47376
"381",-3.74023,5.54763,4.359285,0.339419,6.109633,-1.384454,-3.491899
"382",1.365603,4.955584,4.549051,2.019935,0.195336,-0.066387,-5.64658
"383",0.765498,4.670097,3.336585,0.185021,1.391179,-0.223082,-7.022713
"384",-1.732768,5.073299,1.186035,0.556608,0.559245,-1.462838,-6.164379
"385",-1.228354,3.535638,1.80467,1.852193,2.51911,0.761428,-6.345415
"386",-0.00568,4.957259,1.015913,-4.05781,2.898774,-5.730893,-4.761416
"387",-0.025426,2.109348,1.292743,2.281995,4.583234,0.507016,-5.90866
"388",-1.932566,0.124171,0.257399,1.467111,5.097854,-1.045115,-6.758181
"389",-1.290234,3.584139,3.36022,3.386732,4.857225,1.37848,-6.460448
"390",4.141692,3.468075,5.110231,5.441439,5.320624,-0.041448,-4.833971
"391",0.168107,3.007871,2.110814,1.660404,4.124794,0.335795,-6.129074
"392",2.017963,5.102416,2.05051,-8.41197,1.678527,-11.474048,-5.787232
"393",2.650438,3.321382,3.996187,5.987564,4.665197,-0.216121,-6.882948
"394",-3.481085,2.026132,3.897726,2.643397,6.709383,0.010693,-5.368566
"395",-0.161336,2.852317,3.63119,1.898676,6.92325,0.539166,-4.875322
"396",-2.137319,3.7618,1.04733,1.619553,7.066457,-2.300285,-3.315076
"397",1.52159,4.067107,0.516118,-0.692261,1.717412,-4.233152,-5.496959
"398",4.625262,5.373121,5.28603,4.83285,7.085788,3.274326,-2.741716
"399",-1.40614,3.529919,1.017666,2.912006,1.747263,-1.990402,-6.720294
"400",-0.521871,3.82068,4.359732,4.428274,3.671686,0.571422,-5.488953
"401",0.528313,3.925312,0.695318,2.224617,4.458918,0.927395,-6.430317
"402",-3.358237,4.268519,2.172049,-1.451615,6.038315,-4.850672,-5.863924
"403",-2.450844,4.368867,3.77691,1.895345,6.37559,0.482707,-6.846956
"404",4.952337,5.37614,5.129656,5.9974,6.447898,2.63905,-4.508235
"405",3.188989,3.082464,-0.014884,5.312454,1.843243,3.443513,-5.40588
"406",4.366701,5.672562,4.006578,1.879526,6.710396,-0.253358,1.8209
"407",0.306693,3.78073,2.19697,5.143803,0.764858,2.208931,-8.658387
"408",-2.274409,4.045093,4.521979,-0.263508,6.17286,-1.605203,-8.932776
"409",-0.631545,3.629454,4.984371,4.566513,4.695263,0.29703,-3.46969
"410",-0.887461,2.684941,4.414118,4.281252,5.712109,-0.612934,-6.794769
"411",-3.195918,4.574425,0.256227,1.426883,6.448017,2.657078,-5.469436
"412",-2.535251,1.989891,4.631203,4.327763,5.592156,2.204818,-3.756351
"413",4.300226,4.956934,3.444819,5.709765,6.615775,3.439927,-4.746325
"414",1.317105,5.297388,3.640023,5.475246,4.408505,-1.271083,-4.318847
"415",-3.07844,4.038229,4.252052,-1.618411,6.327267,-3.258461,-8.661709
"416",3.284305,5.31306,0.096001,5.861982,1.094445,2.37131,-6.737529
"417",2.615278,3.525871,4.081958,3.422902,2.182331,1.428923,-3.927616
"418",0.05361,4.176032,2.206234,-1.993371,5.678195,-3.060827,-4.185062
"419",3.928829,4.853089,1.867576,5.144067,1.97142,3.331654,-6.342173
"420",-0.292856,3.930628,4.214116,0.283095,6.739928,-0.788952,-3.709127
"421",-2.140116,4.082722,4.001297,0.328738,1.263946,-2.956083,-9.645172
"422",3.080442,5.036901,5.308331,6.547545,6.845505,3.548212,0.507056
"423",4.034902,4.152354,3.509408,4.037633,3.381469,-2.437972,-3.343993
"424",-0.92384,3.266701,1.595298,3.686963,4.599523,0.925784,-0.834769
"425",1.473222,4.172301,2.041625,2.340218,2.072434,2.288926,-6.173969
"426",1.522679,5.685216,1.237339,3.525557,1.470741,2.651785,-6.503599
"427",-5.364941,5.043292,3.215794,-0.272871,5.543872,-1.171611,-6.860141
"428",-1.216273,4.252025,0.878091,1.18537,5.306321,-1.143342,-5.003825
"429",4.395245,2.449844,2.319936,6.167705,5.319829,3.319712,-5.414564
"430",0.261312,5.355906,-1.426118,1.937219,0.341194,0.634068,-3.920136
"431",4.431245,3.8664,-0.721877,4.941463,0.713714,3.366707,-6.206226
"432",-1.963627,3.941264,2.798152,0.462157,4.655781,-3.019561,-7.395093
"433",-1.654628,4.287591,2.411615,-3.395703,1.860084,-4.370658,-4.245761
"434",-2.003833,4.010955,2.337676,0.663525,4.583576,-2.058805,-5.680898
"435",3.877914,4.065638,4.736088,6.287588,5.925152,3.472141,-2.254571
"436",4.051708,4.6675,0.118568,5.28142,3.61896,2.209494,-4.643761
"437",-1.178236,1.626607,2.209629,2.361219,5.460884,0.320539,0.919666
"438",-2.06439,3.810968,1.096659,1.371937,4.689297,1.770502,-1.066928
"439",3.80875,3.309765,4.203406,6.162201,6.399489,2.287969,-0.082928
"440",-1.603547,3.869794,3.59978,4.058549,5.91752,2.434235,-7.000413
"441",0.872599,4.25917,0.481215,2.541079,5.285597,0.955964,-5.119185
"442",-1.403941,3.055174,1.978812,-0.712776,6.453557,-1.460197,-6.707
"443",-1.727261,3.315463,1.861846,1.609238,5.638174,-0.825405,-7.039478
"444",-1.788781,3.406396,2.869514,2.468592,5.986653,2.586557,-2.100436
"445",4.098068,5.044059,1.226254,4.785504,6.553918,3.353885,0.704356
"446",3.440604,3.599631,2.487784,1.851415,6.371108,-1.276424,-5.664617
"447",-0.876407,4.506961,1.442522,2.534862,6.690322,-1.11456,-5.369735
"448",-2.740785,4.087802,1.009087,2.779445,4.658926,1.233354,-6.256443
"449",-2.705835,5.125652,2.712325,0.793342,6.026858,-0.396571,-6.087332
"450",-0.099981,-1.753342,4.884295,6.21279,2.530309,0.12537,-5.313622
"451",4.376534,4.999955,5.45149,0.968916,2.550157,-3.086571,-3.959375
"452",-1.144217,4.771663,4.033388,-1.844543,1.038706,-2.093988,-6.1723
"453",-2.960199,4.651205,4.723838,-1.541287,2.152656,-4.661272,-4.696183
"454",2.465095,3.554396,0.696864,0.719181,1.319879,-1.703864,-6.801232
"455",-3.479453,3.052374,1.158196,2.386366,3.150699,-1.246285,-7.05107
"456",-2.131625,4.808137,0.282739,-1.314674,6.67515,-4.065004,-4.934923
"457",-1.975454,4.49142,1.023258,1.718307,2.257437,-0.014422,-0.048566
"458",-2.178481,4.055511,3.014361,-2.163659,5.41816,-6.489804,-0.415768
"459",1.059908,3.359589,4.837979,-0.28337,6.043243,-2.457739,-3.869173
"460",-0.092279,3.40981,4.99503,2.414376,2.297046,0.179807,-6.612855
"461",-3.322634,3.630137,1.178128,0.299845,5.176197,-1.136802,-6.689693
"462",3.528741,4.492617,5.418184,6.916686,7.156191,3.782961,-4.059697
"463",1.237539,3.930528,3.9636,-0.547794,7.24937,-4.227883,0.054185
"464",0.894603,5.22628,0.663144,5.963458,5.44563,1.734721,-4.880592
"465",1.578997,5.052437,4.228386,0.633672,5.805572,-1.1907,-0.047216
"466",1.134796,4.77443,2.029014,4.99119,4.670198,3.010427,-4.601349
"467",-1.244106,3.604098,0.096354,3.106089,6.690589,0.633585,-6.505596
"468",-2.998485,3.93602,4.085252,2.583946,6.35341,-1.669283,-3.432522
"469",-2.291934,4.031161,1.468437,1.624405,5.465515,-0.935262,-4.6679
"470",2.051487,2.37407,2.585113,4.984461,1.709814,2.485556,-7.467639
"471",0.640241,4.043764,1.173664,-0.483006,6.887058,-3.566395,-5.175034
"472",2.237157,2.967358,4.440861,1.59436,6.941203,-0.659587,-6.397368
"473",3.213828,0.800474,1.9983,1.346915,6.695019,-0.553051,-6.263212
"474",0.74494,4.461042,4.451464,-0.280371,5.381137,-1.041379,-2.761075
"475",0.440558,3.497241,2.361218,2.064203,3.725897,-0.708531,-5.449734
"476",-2.724834,2.570214,1.462761,2.206497,0.264585,2.116882,-5.61241
"477",3.230555,4.298107,-0.049747,2.098403,5.682115,0.246531,-7.234599
"478",1.681743,4.276491,3.735227,5.864141,5.398136,3.054568,-3.384429
"479",-1.807106,4.663646,5.305953,2.017374,3.495903,0.030089,-5.151385
"480",2.497667,4.12224,-0.303845,1.464606,5.831497,1.055611,-5.296011
"481",0.547249,4.542529,4.31174,1.79677,5.005728,-0.789451,-1.123966
"482",3.169264,4.399726,4.201263,1.418975,4.828194,-1.340131,-2.962307
"483",-1.913396,4.519329,2.133533,3.88917,2.510301,2.564841,-4.225891
"484",-1.220976,2.96157,1.738871,0.700998,6.383398,-0.309035,-10.754268
"485",-1.078911,3.745529,5.39134,2.981558,7.180034,2.97438,-6.51334
"486",-2.107273,4.522598,3.256768,2.93615,5.784612,-0.02859,-3.405241
"487",-2.98797,4.217553,1.180148,2.288621,2.769558,0.241292,-5.47342
"488",-1.709066,4.183463,3.656573,-0.783115,7.009412,-3.613273,-7.341481
"489",-1.092664,2.906904,2.583884,-1.277031,6.438804,-4.205463,-6.222185
"490",-3.169389,3.703155,2.078266,-0.276547,0.919817,-2.382543,1.444085
"491",0.103944,3.037912,3.3789,2.751793,4.771982,-0.298968,-6.003491
"492",0.075385,4.344182,4.317263,5.415675,2.828093,1.314129,-3.912758
"493",2.07449,4.918612,4.145878,1.697524,5.672898,-0.93172,-4.030136
"494",-1.230073,3.93116,0.438302,2.168747,1.880338,-0.783158,-7.738507
"495",-3.232608,2.736873,4.289594,0.404979,5.72034,-0.03138,-6.87242
"496",-0.1293,3.953325,4.764136,4.940701,6.586109,-0.021304,0.380323
"497",-2.255149,4.456088,4.638809,3.405221,6.67179,-0.343356,-2.862414
"498",-1.103857,4.330297,1.168803,4.62529,4.929323,-3.926838,-3.880196
"499",3.020349,4.051341,4.488049,4.712473,4.143683,3.041046,-1.279523
"500",2.937549,4.187639,5.568929,4.787836,6.66165,2.903053,-8.335819
"501",-3.193536,4.685242,4.480653,3.344435,5.922033,1.988,-3.914151
"502",-2.819345,4.389227,4.692994,2.299922,5.885699,2.249691,-5.404336
"503",-2.385573,3.366897,2.093168,2.682643,6.949109,-0.212877,-6.204293
"504",-0.88075,2.739099,4.911656,2.738623,6.209117,1.446438,-7.237365
"505",-2.10688,4.160481,1.621392,2.242723,4.518731,0.442775,-6.722345
"506",-1.635138,1.263855,0.183553,0.188441,6.264482,-1.838449,-5.20776
"507",-1.908581,3.552281,0.353428,-3.009457,5.85834,-4.317276,-8.397426
"508",2.003233,4.98644,4.625379,1.509172,5.040025,0.025331,-5.794741
"509",-1.35674,5.040053,5.0581,2.63196,5.697215,0.763008,-3.772743
"510",-2.183572,3.636301,3.260661,0.113638,6.51921,-1.363573,-9.105528
"511",-1.523907,4.164359,2.776458,3.766873,5.927301,1.683599,-6.457945
"512",-1.841594,4.915523,3.874348,0.054222,6.737438,-1.807722,-5.428437
"513",-2.520414,4.618238,5.227974,2.009192,5.929358,1.222945,-3.230327
"514",0.000836,4.028611,2.567005,3.835837,5.638782,0.027084,-5.895526
"515",4.739576,5.403151,5.217056,2.611339,5.433179,1.188964,-4.306722
"516",-1.464602,3.901266,0.758271,0.791999,5.635297,-0.582933,-6.191577
"517",2.934915,3.956254,2.817211,4.071447,1.656047,-0.733152,0.948062
"518",-2.955796,4.600915,2.780465,2.124479,6.022041,1.371052,-6.289429
"519",-3.222574,2.641965,0.836853,-0.818134,5.761363,-4.191089,-2.791051
"520",-1.288102,3.599996,4.010848,1.897884,5.937184,-0.560695,-4.018544
"521",-1.761842,4.110897,0.302206,1.010812,1.068392,0.470135,0.695518
"522",3.427811,1.415587,1.584648,5.873309,6.002897,3.667718,-4.859027
"523",-2.272387,5.761568,3.497269,2.573287,6.528625,0.903732,-3.825772
"524",-1.582466,3.625877,2.969946,5.583171,4.939993,2.831229,-5.771054
"525",-2.251425,3.776565,5.037854,3.689293,5.445458,-1.433546,-4.528117
"526",-0.556999,3.554502,4.727134,-2.707505,2.473971,-4.225552,-3.516061
"527",-1.132366,4.167899,4.396905,6.204889,2.877157,1.208774,-2.0513
"528",-0.78812,4.275242,1.130148,3.228281,5.670766,1.918385,-6.290993
"529",-0.59359,4.241212,5.134211,5.541993,4.495807,3.957234,-2.742408
"530",-3.308401,4.196586,3.516874,1.294099,3.779718,-0.795707,-5.780702
"531",-1.983223,4.379654,2.026918,2.890224,6.251866,1.610387,-8.906268
"532",-3.280229,3.83912,5.349106,-0.864867,1.936192,-3.026117,0.130276
"533",1.32155,4.855747,-0.232037,3.759381,4.043529,2.445628,-5.485584
"534",-0.796736,4.775401,5.453496,3.438951,6.625099,3.289801,-1.053395
"535",-2.981567,4.340132,1.14647,-0.063962,5.11543,-0.783906,-6.69424
"536",0.935886,1.640547,5.547588,4.603497,4.628218,0.234546,-5.191404
"537",-0.995596,1.814866,1.969082,2.51641,6.548444,1.906894,-2.961623
